ID,LENGTH,DIR,DATA,EXT_KM,CLASSIF,MUN,MUN_SIG,SIG_ROD,TIPO,NOM_TIT,NOM_PRE,NOME,ETIQ,TIPO_A,NOM_T_A,NOM_P_A,NOME_A,ETIQ_A,TIPO_EXT,TIPO_E_A,TIT_EXT,TIT_E_A
234969,1.846813,0,2869,1.846813,4,MOGI DAS CRUZES,MGC,,AV,,,PEDRO ROMERO,AV PEDRO ROMERO,Av,,,Pedro Romero,Av Pedro Romero,AVENIDA,Avenida,,
235001,0.994095,0,4387,0.994095,4,MOGI DAS CRUZES,MGC,SP 088,RV,PRF,,ALFREDO ROLIM DE MOURA,SP 088  PRF ALFREDO ROLIM DE MOURA,Rv,Prf,,Alfredo Rolim de Moura,SP 088  Prf Alfredo Rolim de Moura,RODOVIA,Rodovia,PROFESSOR,Professor
235084,0.58232,0,3527,0.58232,3,MOGI DAS CRUZES,MGC,,AV,,,SEM NOME,AV SEM NOME,Av,,,Sem Nome,Av Sem Nome,AVENIDA,Avenida,,
235115,1.293348,0,3526,1.293348,3,MOGI DAS CRUZES,MGC,,AV,,,JOAO VINTE E TRES,AV JOAO VINTE E TRES,Av,,,João Vinte e Três,Av João Vinte e Três,AVENIDA,Avenida,,
235149,0.727967,0,3952,0.727967,4,MOGI DAS CRUZES,MGC,,AV,VER,,DANTE JORDAO STOPPA,AV VER DANTE JORDAO STOPPA,Av,Ver,,Dante Jodão Stoppa,Av Ver Dante Jordão Stoppa,AVENIDA,Avenida,VEREADOR,Vereador
235184,1.220933,0,3951,1.220933,4,MOGI DAS CRUZES,MGC,,AV,,,RICIERI JOSE MARCATTO,AV RICIERI JOSE MARCATTO,Av,,,Ricieri José Marcatto,Av Ricieri José Marcatto,AVENIDA,Avenida,,
235204,1.477757,0,3950,1.477757,4,MOGI DAS CRUZES,MGC,,AV,,,JOAO VINTE E TRES,AV JOAO VINTE E TRES,Av,,,João Vinte e Três,Av João Vinte e Três,AVENIDA,Avenida,,
235225,0.272721,0,3953,0.272721,4,MOGI DAS CRUZES,MGC,,AV,,,NELLUSCO LOURENCO BORATTO,AV NELLUSCO LOURENCO BORATTO,Av,,,Nellusco Lourenço Boratto,Av Nellusco Lourenço Boratto,AVENIDA,Avenida,,
235237,0.951646,0,3525,0.951646,4,MOGI DAS CRUZES,MGC,,AV,,,RICIERI JOSE MARCATTO,AV RICIERI JOSE MARCATTO,Av,,,Ricieri José Marcatto,Av Ricieri José Marcatto,AVENIDA,Avenida,,
235265,0.220896,0,3524,0.220896,4,MOGI DAS CRUZES,MGC,,AV,,,NILO MARCATTO,AV NILO MARCATTO,Av,,,Nilo Marcatto,Av Nilo Marcatto,AVENIDA,Avenida,,
235275,4.868144,0,2868,4.868143,3,MOGI DAS CRUZES,MGC,,AV,,,FRANCISCO RODRIGUES FILHO,AV FRANCISCO RODRIGUES FILHO,Av,,,Francisco Rodrigues Filho,Av Francisco Rodrigues Filho,AVENIDA,Avenida,,
235436,1.728848,0,4388,1.728848,1,MOGI DAS CRUZES,MGC,SP 070,RV,,,AYRTON SENNA,SP 070  AYRTON SENNA,Rv,,,Ayrton Senna,SP 070  Ayrton Senna,RODOVIA,Rodovia,,
235467,2.09128,0,4389,2.09128,2,MOGI DAS CRUZES,MGC,SP 088,RV,,,PEDRO EROLE,SP 088  PEDRO EROLE,Rv,,,Pedro Erole,SP 088  Pedro Erole,RODOVIA,Rodovia,,
235518,11.79674,0,4390,11.796741,1,MOGI DAS CRUZES,MGC,SP 070,RV,,,AYRTON SENNA,SP 070  AYRTON SENNA,Rv,,,Ayrton Senna,SP 070  Ayrton Senna,RODOVIA,Rodovia,,
235698,12.169132,0,3513,12.16913,4,MOGI DAS CRUZES,MGC,,ES,,,TABOAO DO PARATEI,ES TABOAO DO PARATEI,Es,,,Taboão do Parateí,Es Taboão do Parateí,ESTRADA,Estrada,,
236178,8.780403,0,4391,8.780404,1,SANTA ISABEL,SIS,BR 116,RV,,,DUTRA,BR 116  DUTRA,Rv,,,Dutra,BR 116  Dutra,RODOVIA,Rodovia,,
236415,9.683502,0,4392,9.683504,3,SANTA ISABEL,SIS,SP 056,RV,VER,,ALBINO RODRIGUES NEVES,SP 056  VER ALBINO RODRIGUES NEVES,Rv,Ver,,Albino Rodrigues Neves,SP 056  Ver Albino Rodrigues Neves,RODOVIA,Rodovia,VEREADOR,Vereador
237087,3.485119,0,4126,3.485118,3,SANTA ISABEL,SIS,SPA 060/056,AC,,,,SPA 060/056,Ac,,,,SPA 060/056,ACESSO,Acesso,Acesso,
237203,2.056717,0,3515,2.056716,4,MOGI DAS CRUZES,MGC,,ES,,,TABOAO DO PARATEI,ES TABOAO DO PARATEI,Es,,,Taboão do Parateí,Es Taboão do Parateí,ESTRADA,Estrada,,
237333,6.28373,0,3512,6.283731,4,MOGI DAS CRUZES,MGC,,ES,,,SAO BENTO DO LAMBARI,ES SAO BENTO DO LAMBARI,Es,,,São Bento do Lambari,Es São Bento do Lambari,ESTRADA,Estrada,,
237585,1.416185,0,3511,1.416185,4,SANTA ISABEL,SIS,,ES,,,ARTUR CYTRYNOWICZ,ES ARTUR CYTRYNOWICZ,Es,,,Artur Cytrynowicz,Es Artur Cytrynowicz,ESTRADA,Estrada,,
237643,4.577509,0,4127,4.577509,1,SANTA ISABEL,SIS,BR 116,RV,,,DUTRA,BR 116  DUTRA,Rv,,,Dutra,BR 116  Dutra,RODOVIA,Rodovia,,
237733,4.22427,0,4128,4.224269,1,GUARAREMA,GMA,SP 070,RV,,,AYRTON SENNA,SP 070  AYRTON SENNA,Rv,,,Ayrton Senna,SP 070  Ayrton Senna,RODOVIA,Rodovia,,
237802,2.682306,0,4129,2.682306,1,GUARAREMA,GMA,BR 116,RV,,,DUTRA,BR 116  DUTRA,Rv,,,Dutra,BR 116  Dutra,RODOVIA,Rodovia,,
237816,3.090841,0,2450,3.090842,4,SANTA ISABEL,SIS,,ES,,DO,JAGUARI,ES DO JAGUARI,Es,,do,Jaguari,Es do Jaguari,ESTRADA,Estrada,,
237935,3.870522,0,2451,3.870522,4,SANTA ISABEL,SIS,,ES,,DO,OURO FINO,ES DO OURO FINO,Es,,do,Ouro Fino,Es do Ouro Fino,ESTRADA,Estrada,,
238066,2.653685,0,2452,2.653686,4,SANTA ISABEL,SIS,,R,,DO,COMERCIO,R DO COMERCIO,R,,do,Comércio,R do Comércio,RUA,Rua,,
238177,0.223619,0,2453,0.223619,4,SANTA ISABEL,SIS,,AV,,,NOVE DE JULHO,AV NOVE DE JULHO,Av,,,Nove de Julho,Av Nove de Julho,AVENIDA,Avenida,,
238186,0.278152,0,28,0.278152,4,SANTA ISABEL,SIS,,R,,,JOAO PESSOA,R JOAO PESSOA,R,,,João Pessoa,R João Pessoa,RUA,Rua,,
238207,0.474407,0,29,0.474407,4,SANTA ISABEL,SIS,,AV,,,MANOEL FERRAZ DE CAMPOS SALES,AV MANOEL FERRAZ DE CAMPOS SALES,Av,,,Manoel Ferraz de Campos Sales,Av Manoel Ferraz de Campos Sales,AVENIDA,Avenida,,
238237,0.917427,0,31,0.917427,4,SANTA ISABEL,SIS,,AV,,DA,REPUBLICA,AV DA REPUBLICA,Av,,da,República,Av da República,AVENIDA,Avenida,,
238253,1.319076,0,2860,1.319076,3,SANTA ISABEL,SIS,,AV,CEL,,BERTOLDO,AV CORONEL BERTOLDO,Av,Cel,,Bertoldo,Av Coronel Bertoldo,AVENIDA,Avenida,CORONEL,Coronel
238824,0.459284,0,2859,0.459284,4,SANTA ISABEL,SIS,,AV,,,MANOEL FERRAZ DE CAMPOS SALES,AV MANOEL FERRAZ DE CAMPOS SALES,Av,,,Manoel Ferraz de Campos Sales,Av Manoel Ferraz de Campos Sales,AVENIDA,Avenida,,
238847,0.064122,0,2455,0.064122,4,SANTA ISABEL,SIS,,R,,,JOSE BUENO,R JOSE BUENO,R,,,José Bueno,R José Bueno,RUA,Rua,,
238854,0.170126,0,2457,0.170126,4,SANTA ISABEL,SIS,,AV,,,BRASIL,AV BRASIL,Av,,,Brasil,Av Brasil,AVENIDA,Avenida,,
238860,15.465113,0,4130,15.465105,3,SANTA ISABEL,SIS,SP 056,RV,PTO,,JOAQUIM SIMAO,SP 056  PTO JOAQUIM SIMAO,Rv,Pto,,Joaquim Simão,SP 056  Pto Joaquim Simão,RODOVIA,Rodovia,PREFEITO,Prefeito
240076,7.78316,0,2458,7.78316,4,SANTA ISABEL,SIS,,ES,,,MONTENEGRO,ES MONTENEGRO,Es,,,Montenegro,Es Montenegro,ESTRADA,Estrada,,
240341,0.207323,0,4131,0.207323,3,IGARATA,,SP 056,RV,PTO,,JOAQUIM SIMAO,SP 056  PTO JOAQUIM SIMAO,Rv,Pto,,Joaquim Simão,SP 056  Pto Joaquim Simão,RODOVIA,Rodovia,PREFEITO,Prefeito
240347,14.461113,0,4132,14.461109,3,MOGI DAS CRUZES,MGC,SP 098,RV,DM,,PAULO ROLIM LOUREIRO,SP 098  DM PAULO ROLIM LOUREIRO,Rv,Dm,,Paulo Rolim Loureiro,SP 098  Dm Paulo Rolim Loureiro,RODOVIA,Rodovia,DOM,Dom
240980,9.62446,0,4133,9.624461,3,BIRITIBA MIRIM,BBM,SP 098,RV,DM,,PAULO ROLIM LOUREIRO,SP 098  DM PAULO ROLIM LOUREIRO,Rv,Dm,,Paulo Rolim Loureiro,SP 098  Dm Paulo Rolim Loureiro,RODOVIA,Rodovia,DOM,Dom
241543,0.374583,0,4134,0.374583,3,BERTIOGA,,SP 098,RV,DM,,PAULO ROLIM LOUREIRO,SP 098  DM PAULO ROLIM LOUREIRO,Rv,Dm,,Paulo Rolim Loureiro,SP 098  Dm Paulo Rolim Loureiro,RODOVIA,Rodovia,DOM,Dom
241567,5.129601,0,3472,5.129601,4,BIRITIBA MIRIM,BBM,,AV,,,ARISTIDES DA CUNHA BRAGA,AV ARISTIDES DA CUNHA BRAGA,Av,,,Aristides da Cunha Braga,Av Aristides da Cunha Braga,AVENIDA,Avenida,,
241693,12.129318,0,4443,12.129314,3,MOGI DAS CRUZES,MGC,SP 088,RV,PRF,,ALFREDO ROLIM DE MOURA,SP 088  PRF ALFREDO ROLIM DE MOURA,Rv,Prf,,Alfredo Rolim de Moura,SP 088  Prf Alfredo Rolim de Moura,RODOVIA,Rodovia,PROFESSOR,Professor
242533,3.030644,0,3479,3.030644,4,BIRITIBA MIRIM,BBM,,ES,,DO,RIO ACIMA,ES DO RIO ACIMA,Es,,do,Rio Acima,Es do Rio Acima,ESTRADA,Estrada,,
242600,2.166339,0,3522,2.166339,4,MOGI DAS CRUZES,MGC,,AV,,,NILO MARCATTO,AV NILO MARCATTO,Av,,,Nilo Marcatto,Av Nilo Marcatto,AVENIDA,Avenida,,
242683,2.555011,0,3523,2.555011,4,MOGI DAS CRUZES,MGC,,ES,,,SANTA CATARINA,ES SANTA CATARINA,Es,,,Santa Catarina,Es Santa Catarina,ESTRADA,Estrada,,
242824,7.971624,0,4135,7.971623,3,MOGI DAS CRUZES,MGC,SP 066,RV,,,HENRIQUE EROLES,SP 066  HENRIQUE EROLES,Rv,,,Henrique Eroles,SP 066  Henrique Eroles,RODOVIA,Rodovia,,
243205,6.021949,0,4136,6.021948,3,BIRITIBA MIRIM,BBM,SP 088,RV,PRF,,ALFREDO ROLIM DE MOURA,SP 088  PRF ALFREDO ROLIM DE MOURA,Rv,Prf,,Alfredo Rolim de Moura,SP 088  Prf Alfredo Rolim de Moura,RODOVIA,Rodovia,PROFESSOR,Professor
243461,0.863581,0,3473,0.863581,4,BIRITIBA MIRIM,BBM,,R,,,HEITOR DA CUNHA BRAGA,R HEITOR DA CUNHA BRAGA,R,,,Heitor da Cunha Braga,R Heitor da Cunha Braga,RUA,Rua,,
243471,0.918464,0,3478,0.918463,4,BIRITIBA MIRIM,BBM,,AV,,,FERDINANDO JUNGERS,AV FERDINANDO JUNGERS,Av,,,Ferdinando Jungers,Av Ferdinando Jungers,AVENIDA,Avenida,,
243505,0.038569,0,3477,0.038569,4,BIRITIBA MIRIM,BBM,,AV,CEL,,SILVINO MIRANDA MELO,AV CEL SILVINO MIRANDA MELO,Av,Cel,,Silvino Miranda Melo,Av Cel Silvino Miranda Melo,AVENIDA,Avenida,CORONEL,Coronel
243512,0.284983,0,3476,0.284983,4,BIRITIBA MIRIM,BBM,,R,,,FRANCISCO F LOPES,R FRANCISCO F LOPES,R,,,Francisco F. Lopes,R Francisco F. Lopes,RUA,Rua,,
243524,0.239387,0,3475,0.239386,4,BIRITIBA MIRIM,BBM,,AV,,,MARIA JOSE DE SIQUEIRA MELO,AV MARIA JOSE DE SIQUEIRA MELO,Av,,,Maria José de Siqueira Melo,Av Maria José de Siqueira Melo,AVENIDA,Avenida,,
243540,0.403189,0,3474,0.403189,4,BIRITIBA MIRIM,BBM,,R,ENG,,ABILIO DE MELO PINTO,R ENG ABILIO DE MELO PINTO,R,Eng,,Abílio de Melo Pinto,R Eng Abílio de Melo Pinto,RUA,Rua,ENGENHEIRO,Engenheiro
243546,2.291588,0,4149,2.291588,3,BIRITIBA MIRIM,BBM,SP 088,RV,PRF,,ALFREDO ROLIM DE MOURA,SP 088  PRF ALFREDO ROLIM DE MOURA,Rv,Prf,,Alfredo Rolim de Moura,SP 088  Prf Alfredo Rolim de Moura,RODOVIA,Rodovia,PROFESSOR,Professor
243669,0.873311,0,3480,0.873311,4,BIRITIBA MIRIM,BBM,,AV,,,POMAR DO CARMO,AV POMAR DO CARMO,Av,,,Pomar do Carmo,Av Pomar do Carmo,AVENIDA,Avenida,,
243713,1.086144,0,3482,1.086144,4,BIRITIBA MIRIM,BBM,,R,,DOS,CAQUIZEIROS,R DOS CAQUIZEIROS,R,,dos,Caquizeiros,R dos Caquizeiros,RUA,Rua,,
243823,3.944395,0,4137,3.944395,1,GUARAREMA,GMA,SPI 179/060,RV,,,,SPI 179/060,Rv,,,,SPI 179/060,RODOVIA,Rodovia,,
243909,6.897705,0,4138,6.897705,1,GUARAREMA,GMA,SP 070,RV,,,CARVALHO PINTO,SP 070  CARVALHO PINTO,Rv,,,Carvalho Pinto,SP 070  Carvalho Pinto,RODOVIA,Rodovia,,
244047,0.791885,0,4139,0.791885,3,GUARAREMA,GMA,SP 066,RV,,,HENRIQUE EROLES,SP 066  HENRIQUE EROLES,Rv,,,Henrique Eroles,SP 066  Henrique Eroles,RODOVIA,Rodovia,,
244096,1.481728,0,4140,1.481728,4,GUARAREMA,GMA,SPA 069/066,AC,,,,SPA 069/066,Ac,,,,SPA 069/066,ACESSO,Acesso,Acesso,
244214,4.119125,0,4141,4.119125,3,GUARAREMA,GMA,SP 066,RV,,,HENRIQUE EROLES,SP 066  HENRIQUE EROLES,Rv,,,Henrique Eroles,SP 066  Henrique Eroles,RODOVIA,Rodovia,,
244447,2.333923,0,4142,2.333924,4,GUARAREMA,GMA,SPA 073/066,AV,,,ANTONIO TEIXEIRA MUNIZ,SPA 073/066  ANTONIO TEIXEIRA MUNIZ,Av,,,Antônio Teixeira Muniz,SPA 073/066  Antônio Teixeira Muniz,AVENIDA,Avenida,,
244577,3.132433,0,3516,3.132433,4,GUARAREMA,GMA,,R,,,JOAO BARBOSA OLIVEIRA,R JOAO BARBOSA OLIVEIRA,R,,,João Barbosa Oliveira,R João Barbosa Oliveira,RUA,Rua,,
23223,2.16103,0,3212,2.16103,4,EMBU DAS ARTES,EAR,,ES,,,MARIA JOSE FERRAZ PRADO,ES MARIA JOSE FERRAZ PRADO,Es,,,Maria José Ferraz Prado,Es Maria José Ferraz Prado,ESTRADA,Estrada,,
23272,2.414422,0,3211,2.414422,4,EMBU DAS ARTES,EAR,,AV,,,JOAO BATISTA MEDINA,AV JOAO BATISTA MEDINA,Av,,,João Batista Medina,Av João Batista Medina,AVENIDA,Avenida,,
23370,0.569782,0,3209,0.569782,4,EMBU DAS ARTES,EAR,,AL,,,FERNANDO BATISTA MEDINA,AL FERNANDO BATISTA MEDINA,Al,,,Fernando Batista Medina,Al Fernando Batista Medina,ALAMEDA,Alameda,,
23402,7.02895,0,3218,7.028951,4,COTIA,COT,,ES,,,CAPUAVA,ES CAPUAVA,Es,,,Capuava,Es Capuava,ESTRADA,Estrada,,
23714,11.797234,0,4175,11.797235,1,COTIA,COT,SP 270,RV,,,RAPOSO TAVARES,SP 270  RAPOSO TAVARES,Rv,,,Raposo Tavares,SP 270  Raposo Tavares,RODOVIA,Rodovia,,
24157,0.548343,0,3893,0.548343,4,ITAPECERICA DA SERRA,ITS,,R,,,INACIO PEREIRA DOS SANTOS,R INACIO PEREIRA DOS SANTOS,R,,,Inácio Pereira dos Santos,R Inácio Pereira dos Santos,RUA,Rua,,
24189,0.049559,0,3195,0.049559,4,ITAPECERICA DA SERRA,ITS,,R,,,MAJOR TELES,R MAJOR TELES,R,,,Major Teles,R Major Teles,RUA,Rua,,
24196,0.428744,0,3892,0.428744,4,ITAPECERICA DA SERRA,ITS,,R,,,ANTONIO LOPES DA SILVA,R ANTONIO LOPES DA SILVA,R,,,Antônio Lopes da Silva,R Antônio Lopes da Silva,RUA,Rua,,
24220,0.31725,0,3891,0.31725,4,ITAPECERICA DA SERRA,ITS,,AV,,,EDUARDO ROBERTO DAHER,AV EDUARDO ROBERTO DAHER,Av,,,Eduardo Roberto Daher,Av Eduardo Roberto Daher,AVENIDA,Avenida,,
24226,0.302319,0,502,0.302319,4,ITAPECERICA DA SERRA,ITS,,R,,,MAJOR TELES,R MAJOR TELES,R,,,Major Teles,R Major Teles,RUA,Rua,,
24242,0.352204,0,3196,0.352203,4,ITAPECERICA DA SERRA,ITS,,R,,,MIGUEL ROTGER DOMINGUES,R MIGUEL ROTGER DOMINGUES,R,,,Miguel Rotger Domingues,R Miguel Rotger Domingues,RUA,Rua,,
24276,0.323507,0,3194,0.323507,4,ITAPECERICA DA SERRA,ITS,,R,,,HENRIQUE SOTER FERNANDES,R HENRIQUE SOTER FERNANDES,R,,,Henrique Soter Fernandes,R Henrique Soter Fernandes,RUA,Rua,,
24312,0.528182,0,503,0.528182,4,ITAPECERICA DA SERRA,ITS,,AV,,,QUINZE DE NOVEMBRO,AV QUINZE DE NOVEMBRO,Av,,,Quinze de Novembro,Av Quinze de Novembro,AVENIDA,Avenida,,
24349,0.663483,0,3897,0.663483,4,ITAPECERICA DA SERRA,ITS,,R,,,CARLOS DOMINGUES TANTICO,R CARLOS DOMINGUES TANTICO,R,,,Carlos Domingues Tantico,R Carlos Domingues Tantico,RUA,Rua,,
24373,3.539321,0,4287,3.53932,3,ITAPECERICA DA SERRA,ITS,SP 234,RV,,,SALVADOR DE LEONE,SP 234  SALVADOR DE LEONE,Rv,,,Salvador de Leone,SP 234  Salvador de Leone,RODOVIA,Rodovia,,
24521,1.973958,0,3895,1.973957,4,ITAPECERICA DA SERRA,ITS,,ES,,,JOAO RODRIGUES DE MORAIS,ES JOAO RODRIGUES DE MORAIS,Es,,,João Rodrigues de Morais,Es João Rodrigues de Morais,ESTRADA,Estrada,,
24617,4.192534,0,4288,4.192534,3,ITAPECERICA DA SERRA,ITS,SP 228,RV,,,ARMANDO SALLES,SP 228  ARMANDO SALLES,Rv,,,Armando Salles,SP 228  Armando Salles,RODOVIA,Rodovia,,
24789,2.875093,0,3898,2.875093,4,ITAPECERICA DA SERRA,ITS,,ES,,,ARI DOMINGUES,ES ARI DOMINGUES,Es,,,Ari Domingues,Es Ari Domingues,ESTRADA,Estrada,,
24897,0.278063,0,508,0.278063,3,EMBU DAS ARTES,EAR,,AV,,,ELIAS YAZBEK,AV ELIAS YAZBEK,Av,,,Elias Yazbek,Av Elias Yazbek,AVENIDA,Avenida,,
24914,5.299194,0,4289,5.299194,1,EMBU DAS ARTES,EAR,BR 116,RV,,,REGIS BITTENCOURT,BR 116  REGIS BITTENCOURT,Rv,,,Régis Bittencourt,BR 116  Régis Bittencourt,RODOVIA,Rodovia,,
25055,4.350088,0,4290,4.350088,1,ITAPECERICA DA SERRA,ITS,SP 021,RA,,,MARIO COVAS,SP 021  MARIO COVAS,Ra,,,Mário Covas,SP 021  Mário Covas,RODOANEL,Rodoanel,,
25139,4.494271,0,4291,4.494271,1,ITAPECERICA DA SERRA,ITS,SP 021,RA,,,MARIO COVAS,SP 021  MARIO COVAS,Ra,,,Mário Covas,SP 021  Mário Covas,RODOANEL,Rodoanel,,
25247,0.588124,0,4292,0.588124,1,EMBU DAS ARTES,ITS,SP 021,RA,,,MARIO COVAS,SP 021  MARIO COVAS,Ra,,,Mário Covas,SP 021  Mário Covas,RODOANEL,Rodoanel,,
25264,2.255729,0,4293,2.255729,3,ITAPECERICA DA SERRA,ITS,SP 228,RV,,,ARMANDO SALLES,SP 228  ARMANDO SALLES,Rv,,,Armando Salles,SP 228  Armando Salles,RODOVIA,Rodovia,,
25332,5.06159,0,4294,5.06159,1,EMBU DAS ARTES,EAR,SP 021,RA,,,MARIO COVAS,SP 021  MARIO COVAS,Ra,,,Mário Covas,SP 021  Mário Covas,RODOANEL,Rodoanel,,
25469,4.710796,0,4295,4.710795,1,EMBU DAS ARTES,EAR,SP 021,RA,,,MARIO COVAS,SP 021  MARIO COVAS,Ra,,,Mário Covas,SP 021  Mário Covas,RODOANEL,Rodoanel,,
25584,0.178278,0,43,0.178278,3,SAO PAULO,SAO,,ES,,DE,ITAPECERICA,ES DE ITAPECERICA,Es,,de,Itapecerica,Es de Itapecerica,ESTRADA,Estrada,,
25596,1.110379,0,3665,1.110379,4,SAO PAULO,SAO,,R,,,FEITICO DA VILA,R FEITICO DA VILA,R,,,Feitiço da Vila,R Feitiço da Vila,RUA,Rua,,
25625,0.827751,0,3664,0.827751,2,SAO PAULO,SAO,,ES,,DE,ITAPECERICA,ES DE ITAPECERICA,Es,,de,Itapecerica,Es de Itapecerica,ESTRADA,Estrada,,
25676,0.331965,0,3037,0.331965,4,EMBU DAS ARTES,EAR,,ES,,,ITAPECERICA CAMPO LIMPO,ES ITAPECERICA CAMPO LIMPO,Es,,,Itapecerica-Campo Limpo,Es Itapecerica-Campo Limpo,ESTRADA,Estrada,,
25707,0.46207,0,3036,0.46207,4,SAO PAULO,SAO,,R,MIN,,MOACIR DO AMARAL SANTOS,R MIN MOACIR DO AMARAL SANTOS,R,Min,,Moacir do Amaral Santos,R Min Moacir do Amaral Santos,RUA,Rua,MINISTRO,Ministro
25736,0.257267,0,3035,0.257267,2,SAO PAULO,SAO,,ES,,DE,ITAPECERICA,ES DE ITAPECERICA,Es,,de,Itapecerica,Es de Itapecerica,ESTRADA,Estrada,,
13885,0.363799,0,3235,0.363799,4,VARGEM GRANDE PAULISTA,VGP,,R,DR,,RENE CORREIA,R DR RENE CORREIA,R,Dr,,Renê Correia,R Dr Renê Correia,RUA,Rua,DOUTOR,Doutor
13909,3.722754,0,3230,3.722754,4,VARGEM GRANDE PAULISTA,VGP,,ES,,,RIBEIRAO DAS LAJES,ES RIBEIRAO DAS LAJES,Es,,,Ribeirão das Lajes,Es Ribeirão das Lajes,ESTRADA,Estrada,,
14074,3.181774,0,482,3.181774,3,VARGEM GRANDE PAULISTA,VGP,,AV,,,IVO MARIO ISAAC PIRES,AV IVO MARIO ISAAC PIRES,Av,,,Ivo Mário Isaac Pires,Av Ivo Mário Isaac Pires,AVENIDA,Avenida,,
14212,4.66243,0,4441,4.662429,1,VARGEM GRANDE PAULISTA,VGP,SP 270,RV,,,RAPOSO TAVARES,SP 270  RAPOSO TAVARES,Rv,,,Raposo Tavares,SP 270  Raposo Tavares,RODOVIA,Rodovia,,
14406,0.732347,0,3236,0.732347,4,VARGEM GRANDE PAULISTA,VGP,,R,DR,,RENE CORREIA,R DR RENE CORREIA,R,Dr,,Renê Correia,R Dr Renê Correia,RUA,Rua,DOUTOR,Doutor
14441,0.919663,0,3238,0.919663,4,VARGEM GRANDE PAULISTA,VGP,,R,CEL,,JOSE NUNES DOS SANTOS,R CEL JOSE NUNES DOS SANTOS,R,Cel,,José Nunes dos Santos,R Cel José Nunes dos Santos,RUA,Rua,CORONEL,Coronel
14463,0.475152,0,3237,0.475152,4,VARGEM GRANDE PAULISTA,VGP,,R,DR,,RENE CORREIA,R DR RENE CORREIA,R,Dr,,Renê Correia,R Dr Renê Correia,RUA,Rua,DOUTOR,Doutor
14481,0.447189,0,3231,0.44719,3,COTIA,COT,,AV,,,IVO MARIO ISAAC PIRES,AV IVO MARIO ISAAC PIRES,Av,,,Ivo Mário Isaac Pires,Av Ivo Mário Isaac Pires,AVENIDA,Avenida,,
14497,3.039798,0,483,3.039798,3,COTIA,COT,,AV,,,IVO MARIO ISAAC PIRES,AV IVO MARIO ISAAC PIRES,Av,,,Ivo Mário Isaac Pires,Av Ivo Mário Isaac Pires,AVENIDA,Avenida,,
14618,1.800164,0,4275,1.800164,1,COTIA,COT,SP 270,RV,,,RAPOSO TAVARES,SP 270  RAPOSO TAVARES,Rv,,,Raposo Tavares,SP 270  Raposo Tavares,RODOVIA,Rodovia,,
14684,6.527174,0,3232,6.527174,4,COTIA,COT,,ES,,DO,MORRO GRANDE,ES DO MORRO GRANDE,Es,,do,Morro Grande,Es do Morro Grande,ESTRADA,Estrada,,
15050,0.95273,0,3233,0.95273,4,COTIA,COT,,R,PRF,,JOAQUIM BARRETO,R PRF JOAQUIM BARRETO,R,Prf,,Joaquim Barreto,R Prf Joaquim Barreto,RUA,Rua,PROFESSOR,Professor
15098,5.372652,0,4276,5.372652,1,COTIA,COT,SP 270,RV,,,RAPOSO TAVARES,SP 270  RAPOSO TAVARES,Rv,,,Raposo Tavares,SP 270  Raposo Tavares,RODOVIA,Rodovia,,
15314,2.470005,0,3328,2.470005,4,COTIA,COT,,ES,PE,,INACIO,ES PADRE INACIO,Es,Pe,,Inácio,Es Padre Inácio,ESTRADA,Estrada,PADRE,Padre
15443,1.474745,0,3329,1.474745,4,COTIA,COT,,AV,,,ANTONIO MATIAS DE CAMARGO,AV ANTONIO MATIAS DE CAMARGO,Av,,,Antônio Matias de Camargo,Av Antônio Matias de Camargo,AVENIDA,Avenida,,
15500,1.274737,0,484,1.274737,4,COTIA,COT,,R,PRF,,JOAQUIM BARRETO,R PRF JOAQUIM BARRETO,R,Prf,,Joaquim Barreto,R Prf Joaquim Barreto,RUA,Rua,PROFESSOR,Professor
15568,0.452392,0,485,0.452392,4,COTIA,COT,,R,,,BATISTA CEPELOS,R BATISTA CEPELOS,R,,,Batista Cepelos,R Batista Cepelos,RUA,Rua,,
15588,0.110832,0,486,0.110832,4,COTIA,COT,,R,PRF,,JOSE BARRETO,R PRF JOSE BARRETO,R,Prf,,José Barreto,R Prf José Barreto,RUA,Rua,PROFESSOR,Professor
15602,0.247241,0,3216,0.247241,4,COTIA,COT,,R,,,NOSSA SENHORA DE FATIMA,R NOSSA SENHORA DE FATIMA,R,,,Nossa Senhora de Fátima,R Nossa Senhora de Fátima,RUA,Rua,,
15617,0.107379,0,3330,0.107379,4,COTIA,COT,,R,,,NOSSA SENHORA DE FATIMA,R NOSSA SENHORA DE FATIMA,R,,,Nossa Senhora de Fátima,R Nossa Senhora de Fátima,RUA,Rua,,
15627,0.479129,0,488,0.479129,4,COTIA,COT,,R,PRF,,JOSE BARRETO,R PRF JOSE BARRETO,R,Prf,,José Barreto,R Prf José Barreto,RUA,Rua,PROFESSOR,Professor
15660,0.163354,0,497,0.163354,4,COTIA,COT,,VD,PTO,,EMILIO GUERRA,VD PTO EMILIO GUERRA,Vd,Pto,,Emílio Guerra,Vd Pto Emílio Guerra,VIADUTO,Viaduto,PREFEITO,Prefeito
15667,4.139782,0,4277,4.139783,4,EMBU GUACU,EGU,SP 214,ES,,,SANTA RITA,SP 214  SANTA RITA,Es,,,Santa Rita,SP 214  Santa Rita,ESTRADA,Estrada,,
