ID,LENGTH,DIR,DATA,EXT_KM,CLASSIF,MUN,MUN_SIG,SIG_ROD,TIPO,NOM_TIT,NOM_PRE,NOME,ETIQ,TIPO_A,NOM_T_A,NOM_P_A,NOME_A,ETIQ_A,TIPO_EXT,TIPO_E_A,TIT_EXT,TIT_E_A
74018,1.160252,0,897,1.160252,4,SANTANA DE PARNAIBA,STP,,ES,,DO,PAIOL VELHO,ES DO PAIOL VELHO,Es,,do,Paiol Velho,Es do Paiol Velho,ESTRADA,Estrada,,
74079,4.1037,0,867,4.103701,3,CAJAMAR,CJM,,AV,TEN,,MARQUES,AV TENENTE MARQUES,Av,Ten,,Marques,Av Tenente Marques,AVENIDA,Avenida,TENENTE,Tenente
74191,1.545944,0,896,1.545944,4,SANTANA DE PARNAIBA,STP,,AV,,,CANDIDO PORTINARI,AV CANDIDO PORTINARI,Av,,,Cândido Portinari,Av Cândido Portinari,AVENIDA,Avenida,,
74265,1.223007,0,2574,1.223007,4,SAO PAULO,SAO,,ES,CEL,,JOSE GLADIADOR,ES CEL JOSE GLADIADOR,Es,Cel,,José Gladiador,Es Cel José Gladiador,ESTRADA,Estrada,CORONEL,Coronel
74324,0.270079,0,895,0.270079,4,SAO PAULO,SAO,,R,,,LEONEL MARTINIANO,R LEONEL MARTINIANO,R,,,Leonel Martiniano,R Leonel Martiniano,RUA,Rua,,
74346,0.714788,0,894,0.714788,4,CAJAMAR,CJM,,R,,,CHARQUEADA,R CHARQUEADA,R,,,Charqueada,R Charqueada,RUA,Rua,,
74382,0.745731,0,893,0.745731,4,CAJAMAR,CJM,,AV,,,BENTO DA SILVA BUENO,AV BENTO DA SILVA BUENO,Av,,,Bento da Silva Bueno,Av Bento da Silva Bueno,AVENIDA,Avenida,,
74432,0.418108,0,593,0.418108,3,SAO PAULO,SAO,,ES,TEN,,MARQUES,ES TENENTE MARQUES,Es,Ten,,Marques,Es Tenente Marques,ESTRADA,Estrada,TENENTE,Tenente
74456,4.098875,0,4431,4.098875,1,SAO PAULO,SAO,SP 330,RV,,,ANHANGUERA,SP 330  ANHANGUERA,Rv,,,Anhanguera,SP 330  Anhanguera,RODOVIA,Rodovia,,
74548,8.659959,0,4184,8.65996,1,CAJAMAR,CJM,SP 330,RV,,,ANHANGUERA,SP 330  ANHANGUERA,Rv,,,Anhanguera,SP 330  Anhanguera,RODOVIA,Rodovia,,
74821,0.839184,0,594,0.839184,4,CAJAMAR,CJM,,AV,VER,,JOAQUIM PEREIRA BARBOSA,AV VER JOAQUIM PEREIRA BARBOSA,Av,Ver,,Joaquim Pereira Barbosa,Av Ver Joaquim Pereira Barbosa,AVENIDA,Avenida,VEREADOR,Vereador
74841,3.798232,0,4185,3.798232,3,CAJAMAR,CJM,SP 354,RV,,,,SP 354,Rv,,,,SP 354,RODOVIA,Rodovia,,
74969,8.903791,0,4186,8.90379,1,CAIEIRAS,CAI,SP 348,RV,,,BANDEIRANTES,SP 348  BANDEIRANTES,Rv,,,Bandeirantes,SP 348  Bandeirantes,RODOVIA,Rodovia,,
75120,3.891772,0,4187,3.891772,1,SAO PAULO,SAO,SP 270,RV,,,RAPOSO TAVARES,SP 270  RAPOSO TAVARES,Rv,,,Raposo Tavares,SP 270  Raposo Tavares,RODOVIA,Rodovia,,
75219,1.302031,0,2914,1.302031,4,SAO PAULO,SAO,,AV,,,VICTOR CIVITA,AV VICTOR CIVITA,Av,,,Victor Civita,Av Victor Civita,AVENIDA,Avenida,,
75305,0.290441,0,2913,0.290441,4,SAO PAULO,SAO,,AC,,,SEM NOME,AC SEM NOME,Ac,,,Sem Nome,Ac Sem Nome,ACESSO,Acesso,Acesso,
75338,1.108953,0,3806,1.108953,4,SAO PAULO,SAO,,R,,,JOAQUIM LAPAS VEIGA,R JOAQUIM LAPAS VEIGA,R,,,Joaquim Lapas Veiga,R Joaquim Lapas Veiga,RUA,Rua,,
75431,0.190878,0,562,0.190878,3,OSASCO,OSA,,AV,,,VALTER BOVERI,AV VALTER BOVERI,Av,,,Válter Boveri,Av Válter Boveri,AVENIDA,Avenida,,
75448,0.049175,0,2906,0.049175,3,OSASCO,OSA,,AV,,,VALTER BOVERI,AV VALTER BOVERI,Av,,,Válter Boveri,Av Válter Boveri,AVENIDA,Avenida,,
75455,1.645189,0,2884,1.645189,4,OSASCO,OSA,,AV,,,FLORA,AV FLORA,Av,,,Flora,Av Flora,AVENIDA,Avenida,,
75512,1.024574,0,595,1.024574,3,OSASCO,OSA,,AV,,,NOVO OSASCO,AV NOVO OSASCO,Av,,,Novo Osasco,Av Novo Osasco,AVENIDA,Avenida,,
75560,0.083087,0,3809,0.083087,4,SAO PAULO,SAO,,R,,,BARONE MERCADANTE,R BARONE MERCADANTE,R,,,Barone Mercadante,R Barone Mercadante,RUA,Rua,,
75572,0.353124,0,3808,0.353124,4,SAO PAULO,SAO,,AV,,,QUEIROS TELES,AV QUEIROS TELES,Av,,,Queirós Teles,Av Queirós Teles,AVENIDA,Avenida,,
75584,0.773601,0,3807,0.773601,4,OSASCO,OSA,,AV,,,PRESTES MAIA,AV PRESTES MAIA,Av,,,Prestes Maia,Av Prestes Maia,AVENIDA,Avenida,,
75614,0.568816,0,3834,0.568816,3,OSASCO,OSA,,AV,PTO,,HIRANT SANAZAR,AV PTO HIRANT SANAZAR,Av,Pto,,Hirant Sanazar,Av Pto Hirant Sanazar,AVENIDA,Avenida,PREFEITO,Prefeito
75641,0.414947,0,2912,0.414947,4,OSASCO,OSA,,AV,,,OSVALDO DU PAIN,AV OSVALDO DU PAIN,Av,,,Osvaldo du Pain,Av Osvaldo du Pain,AVENIDA,Avenida,,
75672,0.281334,0,4031,0.281334,4,OSASCO,OSA,,AV,,,PRESTES MAIA,AV PRESTES MAIA,Av,,,Prestes Maia,Av Prestes Maia,AVENIDA,Avenida,,
75695,0.250809,0,2938,0.250809,4,SAO PAULO,SAO,,R,PRF,,AILTON BRANDAO JOLY,R PRF AILTON BRANDAO JOLY,R,Prf,,Ailton Brandão Joly,R Prf Ailton Brandão Joly,RUA,Rua,PROFESSOR,Professor
75707,0.999588,0,3086,0.999588,4,SAO PAULO,SAO,,AV,ENG,,HEITOR ANTONIO EIRAS GARCIA,AV ENG HEITOR ANTONIO EIRAS GARCIA,Av,Eng,,Heitor Antônio Eiras Garcia,Av Eng Heitor Antônio Eiras Garcia,AVENIDA,Avenida,ENGENHEIRO,Engenheiro
75774,0.655298,0,3087,0.655298,4,SAO PAULO,SAO,,AV,,,JOSE FELIPE DA SILVA,AV JOSE FELIPE DA SILVA,Av,,,José Felipe da Silva,Av José Felipe da Silva,AVENIDA,Avenida,,
165592,0.240923,0,1035,0.240923,4,SAO PAULO,SAO,,AV,,,DIREITOS HUMANOS,AV DIREITOS HUMANOS,Av,,,Direitos Humanos,Av Direitos Humanos,AVENIDA,Avenida,,
165617,0.23557,0,399,0.23557,3,SAO PAULO,SAO,,AV,,,IMIRIM,AV IMIRIM,Av,,,Imirim,Av Imirim,AVENIDA,Avenida,,
165640,1.216075,0,401,1.216074,2,SAO PAULO,SAO,,AV,ENG,,CAETANO ALVARES,AV ENG CAETANO ALVARES,Av,Eng,,Caetano Álvares,Av Eng Caetano Álvares,AVENIDA,Avenida,ENGENHEIRO,Engenheiro
165690,0.786353,0,1036,0.786353,4,SAO PAULO,SAO,,AV,,,DIREITOS HUMANOS,AV DIREITOS HUMANOS,Av,,,Direitos Humanos,Av Direitos Humanos,AVENIDA,Avenida,,
165715,1.583566,0,3784,1.583566,3,SAO PAULO,SAO,,AV,,,PARADA PINTO,AV PARADA PINTO,Av,,,Parada Pinto,Av Parada Pinto,AVENIDA,Avenida,,
165804,0.947357,0,1073,0.947357,4,SAO PAULO,SAO,,AV,,,KOSHUN TAKARA,AV KOSHUN TAKARA,Av,,,Koshun Takara,Av Koshun Takara,AVENIDA,Avenida,,
165856,0.058755,0,3856,0.058755,4,SAO PAULO,SAO,,AC,,,SEM NOME,AC SEM NOME,Ac,,,Sem Nome,Ac Sem Nome,ACESSO,Acesso,Acesso,
165873,1.459681,0,1045,1.459681,4,SAO PAULO,SAO,,AV,CNS,,MOREIRA DE BARROS,AV CNS MOREIRA DE BARROS,Av,Cns,,Moreira de Barros,Av Cns Moreira de Barros,AVENIDA,Avenida,CONSELHEIRO,Conselheiro
165967,2.043966,0,400,2.043967,3,SAO PAULO,SAO,,AV,,,IMIRIM,AV IMIRIM,Av,,,Imirim,Av Imirim,AVENIDA,Avenida,,
166049,0.598408,0,1044,0.598408,4,SAO PAULO,SAO,,AV,CNS,,MOREIRA DE BARROS,AV CNS MOREIRA DE BARROS,Av,Cns,,Moreira de Barros,Av Cns Moreira de Barros,AVENIDA,Avenida,CONSELHEIRO,Conselheiro
166087,0.365765,0,1028,0.365765,4,SAO PAULO,SAO,,AV,CNS,,MOREIRA DE BARROS,AV CNS MOREIRA DE BARROS,Av,Cns,,Moreira de Barros,Av Cns Moreira de Barros,AVENIDA,Avenida,CONSELHEIRO,Conselheiro
166126,0.616203,0,1020,0.616203,4,SAO PAULO,SAO,,AL,,,AFONSO SCHMIDT,AL AFONSO SCHMIDT,Al,,,Afonso Schmidt,Al Afonso Schmidt,ALAMEDA,Alameda,,
166163,0.955382,0,1019,0.955382,3,SAO PAULO,SAO,,AV,CNS,,MOREIRA DE BARROS,AV CNS MOREIRA DE BARROS,Av,Cns,,Moreira de Barros,Av Cns Moreira de Barros,AVENIDA,Avenida,CONSELHEIRO,Conselheiro
166208,0.819844,0,4056,0.819844,3,SAO PAULO,SAO,,AV,CNS,,MOREIRA DE BARROS,AV CNS MOREIRA DE BARROS,Av,Cns,,Moreira de Barros,Av Cns Moreira de Barros,AVENIDA,Avenida,CONSELHEIRO,Conselheiro
166229,1.274796,0,711,1.274796,3,SAO PAULO,SAO,,R,,,VOLUNTARIOS DA PATRIA,R VOLUNTARIOS DA PATRIA,R,,,Voluntários da Pátria,R Voluntários da Pátria,RUA,Rua,,
166271,0.978217,0,1027,0.978217,2,SAO PAULO,SAO,,AV,ENG,,CAETANO ALVARES,AV ENG CAETANO ALVARES,Av,Eng,,Caetano Álvares,Av Eng Caetano Álvares,AVENIDA,Avenida,ENGENHEIRO,Engenheiro
166314,0.459514,0,402,0.459514,3,SAO PAULO,SAO,,R,,,VOLUNTARIOS DA PATRIA,R VOLUNTARIOS DA PATRIA,R,,,Voluntários da Pátria,R Voluntários da Pátria,RUA,Rua,,
166336,1.439764,0,1038,1.439764,4,SAO PAULO,SAO,,AV,,,DIREITOS HUMANOS,AV DIREITOS HUMANOS,Av,,,Direitos Humanos,Av Direitos Humanos,AVENIDA,Avenida,,
166385,1.860735,0,1047,1.860735,3,SAO PAULO,SAO,,AV,,,PARADA PINTO,AV PARADA PINTO,Av,,,Parada Pinto,Av Parada Pinto,AVENIDA,Avenida,,
166458,1.643414,0,1048,1.643414,3,SAO PAULO,SAO,,AV,,,SANTA INES,AV SANTA INES,Av,,,Santa Inês,Av Santa Inês,AVENIDA,Avenida,,
166519,0.695749,0,1029,0.695749,4,SAO PAULO,SAO,,AV,,,ZUMKELLER,AV ZUMKELLER,Av,,,Zumkeller,Av Zumkeller,AVENIDA,Avenida,,
166538,0.269279,0,1037,0.269279,4,SAO PAULO,SAO,,AV,,,ZUMKELLER,AV ZUMKELLER,Av,,,Zumkeller,Av Zumkeller,AVENIDA,Avenida,,
166553,1.334946,0,1030,1.334946,4,SAO PAULO,SAO,,AV,ENG,,CAETANO ALVARES,AV ENG CAETANO ALVARES,Av,Eng,,Caetano Álvares,Av Eng Caetano Álvares,AVENIDA,Avenida,ENGENHEIRO,Engenheiro
166589,1.428234,0,403,1.428234,3,SAO PAULO,SAO,,AV,,,SANTA INES,AV SANTA INES,Av,,,Santa Inês,Av Santa Inês,AVENIDA,Avenida,,
166678,0.570656,0,977,0.570656,3,SAO PAULO,SAO,,AV,,,SANTA INES,AV SANTA INES,Av,,,Santa Inês,Av Santa Inês,AVENIDA,Avenida,,
166725,0.623177,0,1076,0.623177,3,SAO PAULO,SAO,,R,,,LUIS CARLOS GENTILE DE LAET,R LUIS CARLOS GENTILE DE LAET,R,,,Luís Carlos Gentile de Laet,R Luís Carlos Gentile de Laet,RUA,Rua,,
166762,0.404029,0,1174,0.404029,3,SAO PAULO,SAO,,R,,,PEDRO VICENTE,R PEDRO VICENTE,R,,,Pedro Vicente,R Pedro Vicente,RUA,Rua,,
166776,0.414945,0,1173,0.414945,2,SAO PAULO,SAO,,AV,,,CRUZEIRO DO SUL,AV CRUZEIRO DO SUL,Av,,,Cruzeiro do Sul,Av Cruzeiro do Sul,AVENIDA,Avenida,,
166783,0.406062,0,405,0.406062,2,SAO PAULO,SAO,,PT,,,CRUZEIRO DO SUL,PT CRUZEIRO DO SUL,Pt,,,Cruzeiro do Sul,Pt Cruzeiro do Sul,PONTE,Ponte,,
166789,0.424871,0,1175,0.424871,4,SAO PAULO,SAO,,R,,,PEDRO VICENTE,R PEDRO VICENTE,R,,,Pedro Vicente,R Pedro Vicente,RUA,Rua,,
166802,0.422462,0,1010,0.422462,2,SAO PAULO,SAO,,R,,,SANTA EULALIA,R SANTA EULALIA,R,,,Santa Eulália,R Santa Eulália,RUA,Rua,,
166814,0.716703,0,406,0.716703,3,SAO PAULO,SAO,,AV,,,CRUZEIRO DO SUL,AV CRUZEIRO DO SUL,Av,,,Cruzeiro do Sul,Av Cruzeiro do Sul,AVENIDA,Avenida,,
77447,0.348923,0,4035,0.348923,4,OSASCO,OSA,,AV,PE,,VICENTE MELILLO,AV PE VICENTE MELILLO,Av,Pe,,Vicente Melillo,Av Pe Vicente Melillo,AVENIDA,Avenida,PADRE,Padre
77465,0.431022,0,3103,0.431022,4,OSASCO,OSA,,AV,,,MANOEL DA NOBREGA,AV MANOEL DA NOBREGA,Av,,,Manoel da Nóbrega,Av Manoel da Nóbrega,AVENIDA,Avenida,,
77480,1.627611,0,602,1.627611,2,OSASCO,OSA,,AV,,DOS,AUTONOMISTAS,AV DOS AUTONOMISTAS,Av,,dos,Autonomistas,Av dos Autonomistas,AVENIDA,Avenida,,
77532,0.986363,0,4034,0.986363,4,OSASCO,OSA,,R,,,NARCISO STURLINI,R NARCISO STURLINI,R,,,Narciso Sturlini,R Narciso Sturlini,RUA,Rua,,
77574,1.128476,0,603,1.128476,3,OSASCO,OSA,,R,,,AURORA SOARES BARBOSA,R AURORA SOARES BARBOSA,R,,,Aurora Soares Barbosa,R Aurora Soares Barbosa,RUA,Rua,,
77618,0.179061,0,3279,0.179061,4,OSASCO,OSA,,R,,,ANTONIO MARTINS CAPELA,R ANTONIO MARTINS CAPELA,R,,,Antônio Martins Capela,R Antônio Martins Capela,RUA,Rua,,
77630,0.179347,0,600,0.179347,2,OSASCO,OSA,,AV,,DOS,AUTONOMISTAS,AV DOS AUTONOMISTAS,Av,,dos,Autonomistas,Av dos Autonomistas,AVENIDA,Avenida,,
77636,0.518537,0,2885,0.518537,4,OSASCO,OSA,,R,DNA,,PRIMITIVA VIANCO,R DNA PRIMITIVA VIANCO,R,Dna,,Primitiva Vianco,R Dna Primitiva Vianco,RUA,Rua,DONA,Dona
77643,0.452112,0,604,0.452112,2,OSASCO,OSA,,VD,,,REINALDO DE OLIVEIRA,VD REINALDO DE OLIVEIRA,Vd,,,Reinaldo de Oliveira,Vd Reinaldo de Oliveira,VIADUTO,Viaduto,,
77657,0.650541,0,2891,0.650541,3,OSASCO,OSA,,AV,,,MARIA CAMPOS,AV MARIA CAMPOS,Av,,,Maria Campos,Av Maria Campos,AVENIDA,Avenida,,
77670,0.250426,0,2892,0.250426,4,OSASCO,OSA,,R,,,CIPRIANO TAVARES,R CIPRIANO TAVARES,R,,,Cipriano Tavares,R Cipriano Tavares,RUA,Rua,,
77683,0.506515,0,2889,0.506515,4,OSASCO,OSA,,R,DNA,,PRIMITIVA VIANCO,R DNA PRIMITIVA VIANCO,R,Dna,,Primitiva Vianco,R Dna Primitiva Vianco,RUA,Rua,DONA,Dona
77689,0.412418,0,605,0.412418,3,OSASCO,OSA,,AV,,,MARIA CAMPOS,AV MARIA CAMPOS,Av,,,Maria Campos,Av Maria Campos,AVENIDA,Avenida,,
77703,1.04754,0,2893,1.04754,4,OSASCO,OSA,,R,GAL,,MANOEL DE AZAMBUJA BRILHANTE,R GAL MANOEL DE AZAMBUJA BRILHANTE,R,Gal,,Manoel de Azambuja Brilhante,R Gal Manoel de Azambuja Brilhante,RUA,Rua,GENERAL,General
77735,0.702976,0,3106,0.702976,4,SAO PAULO,SAO,,AV,,,MANOEL PEDRO PIMENTEL,AV MANOEL PEDRO PIMENTEL,Av,,,Manoel Pedro Pimentel,Av Manoel Pedro Pimentel,AVENIDA,Avenida,,
77760,2.534704,0,3092,2.534705,4,SAO PAULO,SAO,,AV,ENG,,HEITOR ANTONIO EIRAS GARCIA,AV ENG HEITOR ANTONIO EIRAS GARCIA,Av,Eng,,Heitor Antônio Eiras Garcia,Av Eng Heitor Antônio Eiras Garcia,AVENIDA,Avenida,ENGENHEIRO,Engenheiro
77956,0.610445,0,3099,0.610445,4,SAO PAULO,SAO,,AV,,,RIO PEQUENO,AV RIO PEQUENO,Av,,,Rio Pequeno,Av Rio Pequeno,AVENIDA,Avenida,,
77986,0.118888,0,3101,0.118888,4,SAO PAULO,SAO,,R,,,JORGE WARD,R JORGE WARD,R,,,Jorge Ward,R Jorge Ward,RUA,Rua,,
77996,0.564024,0,3095,0.564024,4,SAO PAULO,SAO,,AV,,,RIO PEQUENO,AV RIO PEQUENO,Av,,,Rio Pequeno,Av Rio Pequeno,AVENIDA,Avenida,,
78028,1.54718,0,596,1.54718,2,SAO PAULO,SAO,,AV,,,ESCOLA POLITECNICA,AV ESCOLA POLITECNICA,Av,,,Escola Politécnica,Av Escola Politécnica,AVENIDA,Avenida,,
78101,1.612286,0,3093,1.612286,4,SAO PAULO,SAO,,AV,,,OTACILIO TAMANIK,AV OTACILIO TAMANIK,Av,,,Otacílio Tamanik,Av Otacílio Tamanik,AVENIDA,Avenida,,
78138,0.685117,0,3084,0.685117,4,SAO PAULO,SAO,,AV,,,RIO PEQUENO,AV RIO PEQUENO,Av,,,Rio Pequeno,Av Rio Pequeno,AVENIDA,Avenida,,
78153,0.44843,0,3083,0.44843,3,SAO PAULO,SAO,,AV,,,CORIFEU DE AZEVEDO MARQUES,AV CORIFEU DE AZEVEDO MARQUES,Av,,,Corifeu de Azevedo Marques,Av Corifeu de Azevedo Marques,AVENIDA,Avenida,,
78172,0.624489,0,606,0.624489,4,SAO PAULO,SAO,,AV,MIN,,LAUDO FERREIRA DE CAMARGO,AV MIN LAUDO FERREIRA DE CAMARGO,Av,Min,,Laudo Ferreira de Camargo,Av Min Laudo Ferreira de Camargo,AVENIDA,Avenida,MINISTRO,Ministro
78182,6.527365,0,4188,6.527366,1,SAO PAULO,SAO,SP 270,RV,,,RAPOSO TAVARES,SP 270  RAPOSO TAVARES,Rv,,,Raposo Tavares,SP 270  Raposo Tavares,RODOVIA,Rodovia,,
78421,0.187778,0,3094,0.187778,4,SAO PAULO,SAO,,PC,,,ISAI LERNER,PC ISAI LERNER,Pc,,,Isai Lerner,Pc Isai Lerner,PRACA,Praça,,
78430,0.937192,0,3091,0.937193,4,SAO PAULO,SAO,,AV,CMR,,BONFIGLIOLI,AV COMENDADOR BONFIGLIOLI,Av,Cmr,,Bonfiglioli,Av Comendador Bonfiglioli,AVENIDA,Avenida,COMENDADOR,Comendador
78457,0.650176,0,2985,0.650176,4,SAO PAULO,SAO,,R,,,MANOEL JACINTO,R MANOEL JACINTO,R,,,Manoel Jacinto,R Manoel Jacinto,RUA,Rua,,
78470,1.365842,0,212,1.365842,2,SAO PAULO,SAO,,AV,,,ELISEU DE ALMEIDA,AV ELISEU DE ALMEIDA,Av,,,Eliseu de Almeida,Av Eliseu de Almeida,AVENIDA,Avenida,,
78526,0.031972,0,3090,0.031972,4,SAO PAULO,SAO,,AV,ENG,,HEITOR ANTONIO EIRAS GARCIA,AV ENG HEITOR ANTONIO EIRAS GARCIA,Av,Eng,,Heitor Antônio Eiras Garcia,Av Eng Heitor Antônio Eiras Garcia,AVENIDA,Avenida,ENGENHEIRO,Engenheiro
78535,1.698794,0,2932,1.698795,3,SAO PAULO,SAO,,AV,,,CORIFEU DE AZEVEDO MARQUES,AV CORIFEU DE AZEVEDO MARQUES,Av,,,Corifeu de Azevedo Marques,Av Corifeu de Azevedo Marques,AVENIDA,Avenida,,
78574,0.777073,0,2933,0.777073,4,SAO PAULO,SAO,,AV,ENG,,HEITOR ANTONIO EIRAS GARCIA,AV ENG HEITOR ANTONIO EIRAS GARCIA,Av,Eng,,Heitor Antônio Eiras Garcia,Av Eng Heitor Antônio Eiras Garcia,AVENIDA,Avenida,ENGENHEIRO,Engenheiro
182586,1.371314,0,2564,1.371314,3,SAO PAULO,SAO,,R,,,MARIA AMALIA LOPES DE AZEVEDO,R MARIA AMALIA LOPES DE AZEVEDO,R,,,Maria Amália Lopes de Azevedo,R Maria Amália Lopes de Azevedo,RUA,Rua,,
182654,1.949127,0,972,1.949127,3,SAO PAULO,SAO,,AV,CEL,,SEZEFREDO FAGUNDES,AV CEL SEZEFREDO FAGUNDES,Av,Cel,,Sezefredo Fagundes,Av Cel Sezefredo Fagundes,AVENIDA,Avenida,CORONEL,Coronel
182748,0.895944,0,2472,0.895943,4,MAIRIPORA,MRP,,AV,,,JOSE GIANESELLA,AV JOSE GIANESELLA,Av,,,José Gianesella,Av José Gianesella,AVENIDA,Avenida,,
182801,3.54688,0,451,3.546879,4,MAIRIPORA,MRP,,ES,,,SANTA INES,ES SANTA INES,Es,,,Santa Inês,Es Santa Inês,ESTRADA,Estrada,,
183160,1.578442,0,3575,1.578442,4,MAIRIPORA,MRP,,AV,,DAS,PALMEIRAS,AV DAS PALMEIRAS,Av,,das,Palmeiras,Av das Palmeiras,AVENIDA,Avenida,,
183273,12.380555,0,2473,12.38055,4,MAIRIPORA,MRP,,AV,VER,,BELARMINO PEREIRA DE CARVALHO,AV VER BELARMINO PEREIRA DE CARVALHO,Av,Ver,,Belarmino Pereira de Carvalho,Av Ver Belarmino Pereira de Carvalho,AVENIDA,Avenida,VEREADOR,Vereador
183839,1.794021,0,2565,1.794021,4,SAO PAULO,SAO,,AV,,,ANTONELO DA MESSINA,AV ANTONELO DA MESSINA,Av,,,Antonelo da Messina,Av Antonelo da Messina,AVENIDA,Avenida,,
183940,0.813237,0,973,0.813237,4,SAO PAULO,SAO,,AV,,,ANTONIO CESAR NETO,AV ANTONIO CESAR NETO,Av,,,Antônio César Neto,Av Antônio César Neto,AVENIDA,Avenida,,
183978,0.569107,0,978,0.569107,3,SAO PAULO,SAO,,R,,,MARIA AMALIA LOPES DE AZEVEDO,R MARIA AMALIA LOPES DE AZEVEDO,R,,,Maria Amália Lopes de Azevedo,R Maria Amália Lopes de Azevedo,RUA,Rua,,
184003,1.278914,0,979,1.278914,4,SAO PAULO,SAO,,R,,,MARIO LAGO,R MARIO LAGO,R,,,Mário Lago,R Mário Lago,RUA,Rua,,
184116,0.542214,0,2567,0.542214,4,SAO PAULO,SAO,,AV,,,USHIKICHI KAMIYA,AV USHIKICHI KAMIYA,Av,,,Ushikichi Kamiya,Av Ushikichi Kamiya,AVENIDA,Avenida,,
184149,0.478491,0,2568,0.478491,4,SAO PAULO,SAO,,AV,,,USHIKICHI KAMIYA,AV USHIKICHI KAMIYA,Av,,,Ushikichi Kamiya,Av Ushikichi Kamiya,AVENIDA,Avenida,,
184176,0.346327,0,3776,0.346327,4,SAO PAULO,SAO,,ES,,DA,CACHOEIRA,ES DA CACHOEIRA,Es,,da,Cachoeira,Es da Cachoeira,ESTRADA,Estrada,,
184212,0.543385,0,3777,0.543385,4,SAO PAULO,SAO,,R,BR,,CARLOS DE SOUSA ANHUMAS,R BR CARLOS DE SOUSA ANHUMAS,R,Br,,Carlos de Sousa Anhumas,R Br Carlos de Sousa Anhumas,RUA,Rua,BARAO,Barão
184254,0.730167,0,453,0.730167,3,SAO PAULO,SAO,,R,,,ABILIO PEDRO RAMOS,R ABILIO PEDRO RAMOS,R,,,Abílio Pedro Ramos,R Abílio Pedro Ramos,RUA,Rua,,
184260,0.058481,0,1100,0.058481,4,SAO PAULO,SAO,,R,,,JOSE FIGLIOLINI,R JOSE FIGLIOLINI,R,,,José Figliolini,R José Figliolini,RUA,Rua,,
184267,0.399939,0,942,0.399939,4,SAO PAULO,SAO,,R,,,CIRENE DE OLIVEIRA LAET,R CIRENE DE OLIVEIRA LAET,R,,,Cirene de Oliveira Laet,R Cirene de Oliveira Laet,RUA,Rua,,
184286,0.392923,0,941,0.392923,3,SAO PAULO,SAO,,R,,,ABILIO PEDRO RAMOS,R ABILIO PEDRO RAMOS,R,,,Abílio Pedro Ramos,R Abílio Pedro Ramos,RUA,Rua,,
184296,0.120229,0,1079,0.120229,4,SAO PAULO,SAO,,AV,,,CABUCU,AV CABUCU,Av,,,Cabuçu,Av Cabuçu,AVENIDA,Avenida,,
184308,0.480533,0,1080,0.480533,4,SAO PAULO,SAO,,R,,,FLOR DE OURO,R FLOR DE OURO,R,,,Flor de Ouro,R Flor de Ouro,RUA,Rua,,
184329,0.34225,0,943,0.34225,4,GUARULHOS,GRU,,AV,,,SETE DE SETEMBRO,AV SETE DE SETEMBRO,Av,,,Sete de Setembro,Av Sete de Setembro,AVENIDA,Avenida,,
184335,0.561608,0,454,0.561608,3,GUARULHOS,GRU,,R,,,ALBERTO FERREIRA LOPES,R ALBERTO FERREIRA LOPES,R,,,Alberto Ferreira Lopes,R Alberto Ferreira Lopes,RUA,Rua,,
184366,0.446106,0,944,0.446106,4,GUARULHOS,GRU,,AV,DNA,,EUGENIA MACHADO DA SILVA,AV DNA EUGENIA MACHADO DA SILVA,Av,Dna,,Eugênia Machado da Silva,Av Dna Eugênia Machado da Silva,AVENIDA,Avenida,DONA,Dona
184372,0.775758,0,936,0.775758,4,GUARULHOS,GRU,,AV,DR,,TIMOTEO PENTEADO,AV DR TIMOTEO PENTEADO,Av,Dr,,Timóteo Penteado,Av Dr Timóteo Penteado,AVENIDA,Avenida,DOUTOR,Doutor
184403,0.208217,0,933,0.208217,3,GUARULHOS,GRU,,AV,DR,,EMILIO RIBAS,AV DR EMILIO RIBAS,Av,Dr,,Emílio Ribas,Av Dr Emílio Ribas,AVENIDA,Avenida,DOUTOR,Doutor
184409,0.221237,0,3771,0.221237,4,GUARULHOS,GRU,,R,,,QUITANDINHA,R QUITANDINHA,R,,,Quitandinha,R Quitandinha,RUA,Rua,,
184426,0.411819,0,3766,0.411819,4,GUARULHOS,GRU,,R,,,TREZE DE MAIO,R TREZE DE MAIO,R,,,Treze de Maio,R Treze de Maio,RUA,Rua,,
184439,0.110975,0,3768,0.110975,4,GUARULHOS,GRU,,R,,,SAO FRANCISCO,R SAO FRANCISCO,R,,,São Francisco,R São Francisco,RUA,Rua,,
184445,0.022905,0,940,0.022905,4,GUARULHOS,GRU,,R,,,QUITANDINHA,R QUITANDINHA,R,,,Quitandinha,R Quitandinha,RUA,Rua,,
184451,0.031581,0,1081,0.031581,4,SAO PAULO,SAO,,R,,,MATOS COSTA,R MATOS COSTA,R,,,Matos Costa,R Matos Costa,RUA,Rua,,
184458,0.103301,0,1082,0.103301,4,GUARULHOS,GRU,,AV,DNA,,EUGENIA MACHADO DA SILVA,AV DNA EUGENIA MACHADO DA SILVA,Av,Dna,,Eugênia Machado da Silva,Av Dna Eugênia Machado da Silva,AVENIDA,Avenida,DONA,Dona
